"Wright2-1385",NA,"Hazel; Harry","The flying artillerist or The child of the battle-field",NA,NA,1853,NA,NA
"Wright2-1388",NA,"Hazel; Harry","Gallant Tom or The perils of the ocean",NA,NA,1852,NA,NA
"Wright2-1389",NA,"Hazel; Harry","The gold seekers or The cruise of the Lively Sally",NA,NA,1853,NA,NA
"Wright2-1391",NA,"Hazel; Harry","Harry Tempest or The pirate's protege",NA,NA,1853,NA,NA
"Wright2-1392",NA,"Hazel; Harry","Jack Junk or The tar for all weathers",NA,NA,1853,NA,NA
"Wright2-1393",NA,"Hazel; Harry","Jack Waid the cobbler of Gotham",NA,NA,1856,NA,NA
"Wright2-1395",NA,"Hazel; Harry","Marie or The gambler of the Mississippi",NA,NA,1861,NA,NA
"Wright2-1396",NA,"Hazel; Harry","Old Put or The days of seventy-six",NA,NA,1850,NA,NA
"Wright2-1397",NA,"Hazel; Harry","The pirate's son",NA,NA,1855,NA,NA
"Wright2-1399",NA,"Hazel; Harry","The rebel bride",NA,NA,1853,NA,NA
"Wright2-1399A",NA,"Hazel; Harry","The smuggler king! or The rovers of the Antilles",NA,NA,1855,NA,NA
"Wright2-1401",NA,"Hazel; Harry","The three pirates or The virgin of the islet",NA,NA,1853,NA,NA
"Wright2-1402",NA,"Hazel; Harry","Valdez the pirate or Scenes off Long Island",NA,NA,1853,NA,NA
"Wright2-1403",NA,"Hazel; Harry","Virginia Graham",NA,NA,1867,NA,NA
"Wright2-1411",NA,"Buntline; Ned","Agnes or The beautiful milliner",NA,NA,1874,NA,NA
"Wright2-1419",NA,"Buntline; Ned","The convict or The conspirators' victim",NA,NA,1863,NA,NA
"Wright2-1422",NA,"Buntline; Ned","Ella Adams or The demon of fire",NA,NA,1862,NA,NA
"Wright2-1423",NA,"Buntline; Ned","English Tom or The smuggler's secret",NA,NA,1858,NA,NA
"Wright2-1430",NA,"Buntline; Ned","The last of the buccaneers",NA,NA,1856,NA,NA
"Wright2-1434",NA,"Buntline; Ned","Magdalena the outcast or The millionaire's daughter",NA,NA,1866,NA,NA
"Wright2-1436",NA,"Buntline; Ned","Mermet Ben or The astrologer king",NA,NA,1865,NA,NA
"Wright2-1453",NA,"Buntline; Ned","The white cruiser or The fate of the unheard-of",NA,NA,1853,NA,NA
"Wright2-1454",NA,"Buntline; Ned","The white wizard or The great prophet of the Seminoles",NA,NA,1858,NA,NA
"Wright2-1479",NA,"Kinzie; John H.; Mrs.","Mark Logan the bourgeois",NA,NA,1871,NA,NA
"Wright2-1486",NA,"Kip; Leonard","The volcano diggings",NA,NA,1851,NA,NA
"Wright2-1488",NA,"Kirkland; Caroline M.","Autumn hours and fireside reading",NA,NA,1854,NA,NA
"Wright2-1489",NA,"Kirkland; Caroline M.","A book for the home circle or Familiar thoughts on various topics literary moral and social",NA,NA,1853,NA,NA
"Wright2-1490",NA,"Kirkland; Caroline M.","The evening book or Fireside talk on morals and manners with sketches of Western life /",NA,NA,1852,NA,NA
"Wright2-1551",NA,"Anonymous","The life of General M. D. Stanley",NA,NA,1854,NA,NA
"Wright2-1566",NA,"Locke; David Ross","Divers views opinions and prophecies of yoors trooly Petroleum V. Nasby",NA,NA,1866,NA,NA
"Wright2-1567",NA,"Locke; David Ross","Eastern fruit on western dishes ; The morals of Abou Ben Adhem",NA,NA,1875,NA,NA
"Wright2-1568",NA,"Locke; David Ross","Ekkoes from Kentucky",NA,NA,1868,NA,NA
"Wright2-1568A",NA,"Locke; David Ross","Inflation at the cross roads",NA,NA,1875,NA,NA
"Wright2-1569",NA,"Locke; David Ross","Nasby on inflation",NA,NA,1875,NA,NA
"Wright2-1570",NA,"Locke; David Ross","The Nasby papers",NA,NA,1864,NA,NA
"Wright2-1572",NA,"Locke; David Ross","""Swingin round the cirkle.""",NA,NA,1867,NA,NA
"Wright2-1618",NA,"MacGregor; Annie L.","The professor's wife or It might have been",NA,NA,1870,NA,NA
"Wright2-1619",NA,"C. L. M.","Ebon and gold",NA,NA,1874,NA,NA
"Wright2-1620",NA,"McIntosh; Maria J.","Evenings at Donaldson Manor or The Christmas guest",NA,NA,1851,NA,NA
"Wright2-1621v1",NA,"McIntosh; Maria J.","The lofty and the lowly or Good in all and none all-good vol. 1",NA,NA,1853,NA,NA
"Wright2-1621v2",NA,"McIntosh; Maria J.","The lofty and the lowly or Good in all and none all-good vol. 2",NA,NA,1853,NA,NA
"Wright2-1624",NA,"M'Keehan; Hattia.","Liberty or death or Heaven's infraction of the Fugitive slave law",NA,NA,1858,NA,NA
"Wright2-1625",NA,"M'Keehan; Hattia.","The life and trials of a Hoosier girl",NA,NA,1860,NA,NA
"Wright2-1628",NA,"McKeever; Harriet B.","The house on the heights",NA,NA,1873,NA,NA
"Wright2-1629",NA,"McKeever; Harriet B.","Maude and Miriam or The fair Crusader",NA,NA,1871,NA,NA
"Wright2-1630",NA,"McKeever; Harriet B.","Silver threads",NA,NA,1868,NA,NA
"Wright2-1631",NA,"McKeever; Harriet B.","Twice crowned",NA,NA,1873,NA,NA
"Wright2-1632",NA,"McKeever; Harriet B.","Westbrook parsonage",NA,NA,1870,NA,NA
"Wright2-1633",NA,"McKeever; Harriet B.","Woodcliff",NA,NA,1865,NA,NA
"Wright2-1634",NA,"Shelton-MacKenzie; Adelheid.","Aureola or The black sheep",NA,NA,1871,NA,NA
"Wright2-1635",NA,"Shelton-MacKenzie; Adelheid.","Married against reason",NA,NA,1869,NA,NA
"Wright2-1636",NA,"Mackenzie; R. Shelton","Bits of blarney",NA,NA,1854,NA,NA
"Wright2-1637",NA,"Mackenzie; R. Shelton","Tressilian and his friends",NA,NA,1859,NA,NA
"Wright2-1638",NA,"McKnight; Charles","Old Fort Duquesne or Captain Jack the scout",NA,NA,1873,NA,NA
"Wright2-1638A",NA,"McClain; Mary W.","Daisy Ward's work",NA,NA,1871,NA,NA
"Wright2-1639",NA,"McClain; Mary W.","Lifting the veil",NA,NA,1870,NA,NA
"Wright2-1641",NA,"McLeod; Georgie A. Hulse","Sea drifts",NA,NA,1864,NA,NA
"Wright2-1645",NA,"MacLeod; Xavier Donald","Our Lady of Litanies",NA,NA,1869,NA,NA
"Wright2-1646",NA,"MacLeod; Xavier Donald","Pynnshurst",NA,NA,1852,NA,NA
"Wright2-1650",NA,"Anonymous","Maga stories",NA,NA,1867,NA,NA
"Wright2-1653",NA,"Magill; Mary Tucker","Women or Chronicles of the late war",NA,NA,1871,NA,NA
"Wright2-1654",NA,"Maitland; James A.","The cabin boy's story",NA,NA,1854,NA,NA
"Wright2-1655",NA,"Maitland; James A.","The cousins or The captain's ward",NA,NA,1858,NA,NA
"Wright2-1656",NA,"Maitland; James A.","The diary of an old doctor",NA,NA,1858,NA,NA
"Wright2-1657",NA,"Maitland; James A.","The lawyer's story or The orphan's wrongs",NA,NA,1853,NA,NA
"Wright2-1658",NA,"Maitland; James A.","The old doctor or Stray leaves from my journal",NA,NA,1853,NA,NA
"Wright2-1659",NA,"Maitland; James A.","The old patroon or The great Van Broek property",NA,NA,1866,NA,NA
"Wright2-1661",NA,"Maitland; James A.","Sartaroe",NA,NA,1857,NA,NA
"Wright2-1663",NA,"Maitland; James A.","The Watchman",NA,NA,1855,NA,NA
"Wright2-1671",NA,"Marsh; Jeannie S.","Cathara Clyde",NA,NA,1860,NA,NA
"Wright2-1674",NA,"Martin; Clara Barnes","The story of Muff",NA,NA,1868,NA,NA
"Wright2-1676",NA,"Anonymous","The masked lady of the White House or The Ku-Klux-Klan",NA,NA,1868,NA,NA
"Wright2-1677",NA,"Mason; C. Welsh","Rape of the Gamp",NA,NA,1875,NA,NA
"Wright2-1677A",NA,"Creole","Marie's mistake",NA,NA,1868,NA,NA
"Wright2-1678",NA,"Massett; Stephen C.","""Drifting about"" or What ""Jeems Pipes of Pipesville"" Saw-and-Did",NA,NA,1863,NA,NA
"Wright2-1680",NA,"Anonymous","The match-girl or Life scenes as they are",NA,NA,1855,NA,NA
"Wright2-1681",NA,"Siogvolk; Paul","Walter Ashwood",NA,NA,1860,NA,NA
"Wright2-1682",NA,"Mathews; Joanna H.","Guy Hamilton",NA,NA,1866,NA,NA
"Wright2-1683",NA,"Mathews; Julia A.","Lily Huson or Early struggles 'midst continual hope",NA,NA,1855,NA,NA
"Wright2-1686",NA,"Mayer; Nathan.","Differences",NA,NA,1867,NA,NA
"Wright2-1691A",NA,"M. L. M.","Elinor Johnston founded on facts and Maurice and Genevieve or The orphan twins of Beauce",NA,NA,1868,NA,NA
"Wright2-1692",NA,"M. L. M.","Grace Morton or The inheritance",NA,NA,1864,NA,NA
"Wright2-1693",NA,"Meeker; Nathan Cook","Life and adventures of Capt. Jacob D. Armstrong",NA,NA,1852,NA,NA
"Wright2-1699",NA,"Melville; Herman","The confidence-man",NA,NA,1857,NA,NA
"Wright2-1700",NA,"Melville; Herman","Israel Potter",NA,NA,1855,NA,NA
"Wright2-1701",NA,"Melville; Herman","Moby-Dick or The Whale",NA,NA,1851,NA,NA
"Wright2-1702",NA,"Melville; Herman","The Piazza tales",NA,NA,1856,NA,NA
"Wright2-1703",NA,"Melville; Herman","Pierre or The ambiguities",NA,NA,1852,NA,NA
"Wright2-1709",NA,"Johnson; Anna C.","The myrtle wreath or Stray leaves recalled",NA,NA,1854,NA,NA
"Wright2-1710",NA,"Miller; Joaquin","Unwritten history",NA,NA,1874,NA,NA
"Wright2-1720v1",NA,"Mitchell; Donald Grant","Doctor Johns vol. 1",NA,NA,1866,NA,NA
"Wright2-1720v2",NA,"Mitchell; Donald Grant","Doctor Johns vol. 2",NA,NA,1866,NA,NA
"Wright2-1721",NA,"Mitchell; Donald Grant","Dream life a fable of the seasons",NA,NA,1851,NA,NA
"Wright2-1722v1",NA,"Mitchell; Donald Grant","Fudge doings vol. 1",NA,NA,1855,NA,NA
"Wright2-1722v2",NA,"Mitchell; Donald Grant","Fudge doings vol. 2",NA,NA,1855,NA,NA
"Wright2-1725",NA,"Mitchell; Walter","Bryan Maurice or The seeker",NA,NA,1867,NA,NA
"Wright2-1726",NA,"Anonymous","The modern Niobe or Leoni Loudon",NA,NA,1864,NA,NA
"Wright2-1727",NA,"Anonymous","The modern story-teller or The best stories of the best authors now first collected",NA,NA,1856,NA,NA
"Wright2-1733",NA,"Anonymous","The Montgomerys",NA,NA,1856,NA,NA
"Wright2-1735",NA,"Moore; H. J.; Mrs.","Anna Clayton or The mother's trial",NA,NA,1855,NA,NA
"Wright2-1736",NA,"Moore; H. J.; Mrs.","The golden legacy",NA,NA,1857,NA,NA
"Wright2-1740",NA,"Moos; H. M.","Hannah or A glimpse of Paradise",NA,NA,1868,NA,NA
"Wright2-1741",NA,"Morford; Henry","The coward",NA,NA,1864,NA,NA
"Wright2-1742",NA,"Morford; Henry","The days of Shoddy",NA,NA,1863,NA,NA
"Wright2-1743",NA,"Morford; Henry","John Jasper's secret",NA,NA,1871,NA,NA
"Wright2-1744",NA,"Morford; Henry","Shoulder-straps",NA,NA,1863,NA,NA
"Wright2-1745",NA,"Morford; Henry","Sprees and splashes or Droll recollections of town and country",NA,NA,1863,NA,NA
"Wright2-1746",NA,"Morford; Henry","Turned from the door",NA,NA,1869,NA,NA
"Wright2-1749",NA,"Morgan; N. D.","George Cardwell or A month in a country parish",NA,NA,1856,NA,NA
"Wright2-1751",NA,"Morris; Robert","The faithful slave",NA,NA,1852,NA,NA
"Wright2-1754",NA,"Morris; Robert","The lights and shadows of Freemasonry: consisting of Masonic tales songs and sketches ...",NA,NA,1853,NA,NA
"Wright2-1755",NA,"Morris; Robert","Tales of Masonic life",NA,NA,1860,NA,NA
"Wright2-1756",NA,"Mortimer; C. B.","Marrying by lot",NA,NA,1868,NA,NA
"Wright2-1758",NA,"Anonymous","The mother rewarded and the son reclaimed",NA,NA,1851,NA,NA
"Wright2-1759",NA,"Moulton; Louise Chandler","Juno Clifford",NA,NA,1855,NA,NA
"Wright2-1768",NA,"Anonymous","The museum of perilous adventures and daring exploits",NA,NA,1858,NA,NA
"Wright2-1769",NA,"Anonymous","My confession",NA,NA,1855,NA,NA
"Wright2-1771",NA,"Myers; P. Hamilton","Bell Brandon ; and the withered fig tree",NA,NA,1851,NA,NA
"Wright2-1772",NA,"Myers; P. Hamilton","The emigrant squire",NA,NA,1853,NA,NA
"Wright2-1785",NA,"Newell; R. H.","Avery Gliburn or Between two fires",NA,NA,1867,NA,NA
"Wright2-1786",NA,"Newell; R. H.","The cloven foot",NA,NA,1870,NA,NA
"Wright2-1788",NA,"Newell; R. H.","Smoked glass",NA,NA,1868,NA,NA
"Wright2-1789",NA,"Newell; R. H.","The walking doll or the Asters and disasters of society",NA,NA,1872,NA,NA
"Wright2-1796",NA,"Anonymous","The night watch or Social life in the South",NA,NA,1856,NA,NA
"Wright2-1829A",NA,"Anonymous","Our novel",NA,NA,1874,NA,NA
"Wright2-1833",NA,"Owen; Robert Dale","Beyond the breakers",NA,NA,1870,NA,NA
"Wright2-1834",NA,"P.; M. C.","Miriam Rivers the lady soldier or General Grant's spy",NA,NA,1865,NA,NA
"Wright2-1835",NA,"Page; J. W.","Uncle Robin in his cabin in Virginia and Tom without one in Boston",NA,NA,1853,NA,NA
"Wright2-1839v1",NA,"Foxton; E.","Herman or Young knighthood vol. 1",NA,NA,1866,NA,NA
"Wright2-1839v2",NA,"Foxton; E.","Herman or Young knighthood vol. 2",NA,NA,1866,NA,NA
"Wright2-1840",NA,"Paradox; Peter.","The Paradox papers",NA,NA,1873,NA,NA
"Wright2-1841",NA,"H. F. P.","Constance Aylmer",NA,NA,1869,NA,NA
"Wright2-1842",NA,"Parker; Helen F.","Sunrise and sunset",NA,NA,1854,NA,NA
"Wright2-1843",NA,"Parker; J. M. (Jane Marsh); Mrs.","Barley Wood or Building on the rock",NA,NA,1860,NA,NA
"Wright2-1844",NA,"Parkman; Francis","Vassall Morton",NA,NA,1856,NA,NA
"Wright2-1866",NA,"Peck; William H.","The Confederate flag on the ocean",NA,NA,1868,NA,NA
"Wright2-1867",NA,"Peck; William H.","The conspirators of New Orleans or The night of the battle",NA,NA,1863,NA,NA
"Wright2-1878",NA,"Peterson; Charles J.","The cabin and parlor or Slaves and masters",NA,NA,1852,NA,NA
"Wright2-1879",NA,"Peterson; Charles J.","Kate Aylesford",NA,NA,1855,NA,NA
"Wright2-1915A",NA,"Place; Edward R.","The commotion in Moontown",NA,NA,1874,NA,NA
"Wright2-2139",NA,"Rush; Caroline E.","Way-marks in the life of a wanderer",NA,NA,1855,NA,NA
"Wright2-2178",NA,"Sedgwick; Catharine Maria","A New England tale",NA,NA,1852,NA,NA
"Wright2-2278",NA,"Smith; W. L. G.","Life at the South or ""Uncle Tom's cabin"" as it is",NA,NA,1852,NA,NA
"Wright2-2302v1",NA,"Southworth; Emma Dorothy Eliza Nevitte","The discarded daughter or The children of the isle vol. 1",NA,NA,1852,NA,NA
"Wright2-2302v2",NA,"Southworth; Emma Dorothy Eliza Nevitte","The discarded daughter or The children of the isle vol. 2",NA,NA,1852,NA,NA
"Wright2-2303",NA,"Southworth; Emma Dorothy Eliza Nevitte","Fair play or The test of the Lone Isle",NA,NA,1868,NA,NA
"Wright2-2304",NA,"Southworth; Emma Dorothy Eliza Nevitte","The family doom or The sin of a countess",NA,NA,1869,NA,NA
"Wright2-2305",NA,"Southworth; Emma Dorothy Eliza Nevitte","The fatal marriage",NA,NA,1863,NA,NA
"Wright2-2320",NA,"Southworth; Emma Dorothy Eliza Nevitte","A noble lord",NA,NA,1872,NA,NA
"Wright2-2321",NA,"Southworth; Emma Dorothy Eliza Nevitte","Old neighbourhoods and new settlements or Christmas evening legends",NA,NA,1853,NA,NA
"Wright2-2322",NA,"Southworth; Emma Dorothy Eliza Nevitte","The Prince of Darkness",NA,NA,1869,NA,NA
"Wright2-2324",NA,"Southworth; Emma Dorothy Eliza Nevitte","The spectre lover",NA,NA,1875,NA,NA
"Wright2-2325",NA,"Southworth; Emma Dorothy Eliza Nevitte","Tried for her life",NA,NA,1871,NA,NA
"Wright2-2327",NA,"Southworth; Emma Dorothy Eliza Nevitte","Virginia and Magdalene or The fostersisters",NA,NA,1852,NA,NA
"Wright2-2328",NA,"Southworth; Emma Dorothy Eliza Nevitte","Vivia or The secret of power",NA,NA,1875,NA,NA
"Wright2-2329",NA,"Southworth; Emma Dorothy Eliza Nevitte","The widow's son",NA,NA,1867,NA,NA
"Wright2-2354",NA,"Stephens; Ann S.","Bellehood and bondage",NA,NA,1873,NA,NA
"Wright2-2355",NA,"Stephens; Ann S.","Bertha's engagement",NA,NA,1875,NA,NA
"Wright2-2356",NA,"Stephens; Ann S.","The curse of gold",NA,NA,1869,NA,NA
"Wright2-2357",NA,"Stephens; Ann S.","Doubly false",NA,NA,1868,NA,NA
"Wright2-2358",NA,"Stephens; Ann S.","Fashion and famine",NA,NA,1854,NA,NA
"Wright2-2359",NA,"Stephens; Ann S.","The gold brick",NA,NA,1866,NA,NA
"Wright2-2361",NA,"Stephens; Ann S.","Lord Hope's choice",NA,NA,1873,NA,NA
"Wright2-2362",NA,"Stephens; Ann S.","Mabel's mistake",NA,NA,1868,NA,NA
"Wright2-2363",NA,"Stephens; Ann S.","Married in haste",NA,NA,1870,NA,NA
"Wright2-2364",NA,"Stephens; Ann S.","Mary Derwent",NA,NA,1858,NA,NA
"Wright2-2365",NA,"Stephens; Ann S.","A noble woman",NA,NA,1871,NA,NA
"Wright2-2366",NA,"Stephens; Ann S.","The old countess or The two proposals",NA,NA,1873,NA,NA
"Wright2-2367",NA,"Stephens; Ann S.","The old homestead",NA,NA,1855,NA,NA
"Wright2-2368",NA,"Stephens; Ann S.","Palaces and prisons",NA,NA,1871,NA,NA
"Wright2-2369",NA,"Stephens; Ann S.","Phemie Frost's experiences",NA,NA,1874,NA,NA
"Wright2-2370",NA,"Stephens; Ann S.","The reigning belle",NA,NA,1872,NA,NA
"Wright2-2371",NA,"Stephens; Ann S.","The rejected wife",NA,NA,1863,NA,NA
"Wright2-2373",NA,"Stephens; Ann S.","Silent struggles",NA,NA,1865,NA,NA
"Wright2-2374",NA,"Stephens; Ann S.","The soldier's orphans",NA,NA,1866,NA,NA
"Wright2-2375",NA,"Stephens; Ann S.","The wife's secret",NA,NA,1864,NA,NA
"Wright2-2389",NA,"Stowe; Harriet Beecher","Agnes of Sorrento",NA,NA,1862,NA,NA
"Wright2-2390",NA,"Stowe; Harriet Beecher","The Chimney-corner",NA,NA,1868,NA,NA
"Wright2-2391v1",NA,"Stowe; Harriet Beecher","Dred vol. 1",NA,NA,1856,NA,NA
"Wright2-2391v2",NA,"Stowe; Harriet Beecher","Dred vol. 2",NA,NA,1856,NA,NA
"Wright2-2392",NA,"Stowe; Harriet Beecher","House and home papers",NA,NA,1865,NA,NA
"Wright2-2393",NA,"Stowe; Harriet Beecher","The minister's wooing",NA,NA,1859,NA,NA
"Wright2-2394",NA,"Stowe; Harriet Beecher","My wife and I or Harry Henderson's history",NA,NA,1871,NA,NA
"Wright2-2395",NA,"Stowe; Harriet Beecher","Oldtown fireside stories",NA,NA,1872,NA,NA
"Wright2-2396",NA,"Stowe; Harriet Beecher","Oldtown folks",NA,NA,1869,NA,NA
"Wright2-2397",NA,"Stowe; Harriet Beecher","The pearl of Orr's Island",NA,NA,1862,NA,NA
"Wright2-2398",NA,"Stowe; Harriet Beecher","Pink and white tyranny",NA,NA,1871,NA,NA
"Wright2-2399",NA,"Stowe; Harriet Beecher","The two altars or Two pictures in one",NA,NA,1852,NA,NA
"Wright2-2400",NA,"Stowe; Harriet Beecher","Uncle Sam's emancipation",NA,NA,1853,NA,NA
"Wright2-2401v1",NA,"Stowe; Harriet Beecher","Uncle Tom's cabin or Life among the lowly vol. 1",NA,NA,1852,NA,NA
"Wright2-2401v2",NA,"Stowe; Harriet Beecher","Uncle Tom's cabin or Life among the lowly vol. 2",NA,NA,1852,NA,NA
"Wright2-2402",NA,"Stowe; Harriet Beecher","We and our neighbors or The records of an unfashionable street",NA,NA,1875,NA,NA
"Wright2-2478",NA,"Thompson; George","The brazen star or The adventures of a New York M.P.",NA,NA,1853,NA,NA
"Wright2-2480",NA,"Thompson; George","Catharine and Clara or The double suicide",NA,NA,1854,NA,NA
"Wright2-2483",NA,"Thompson; George","The gay girls of New-York or Life on Broadway",NA,NA,1853,NA,NA
"Wright2-2484",NA,"Thompson; George","Harry Glindon or The man of many crimes",NA,NA,1854,NA,NA
"Wright2-2487",NA,"Thompson; George","Life and exploits of the noted criminal Bristol Bill",NA,NA,1851,NA,NA
"Wright2-2490",NA,"Thompson; George","The outlaw or The felon's fortunes",NA,NA,1851,NA,NA
"Wright2-2586",NA,"Victor; Metta Victoria Fuller","The figure eight or The mystery of Meredith Place",NA,NA,1869,NA,NA
"Wright2-2587",NA,"Victor; Metta Victoria Fuller","Fresh leaves from western woods",NA,NA,1852,NA,NA
"Wright2-2589",NA,"Victor; Metta Victoria Fuller","Mormon wives",NA,NA,1856,NA,NA
"Wright2-2590",NA,"Victor; Metta Victoria Fuller","The senator's son or the Maine law",NA,NA,1853,NA,NA
"Wright2-2591",NA,"Victor; Metta Victoria Fuller","Too true",NA,NA,1868,NA,NA
"Wright2-2592",NA,"Victor; Metta Victoria Fuller","Who was he?",NA,NA,1866,NA,NA
"Wright2-2732",NA,"Wiley; Calvin Henderson","Life in the South",NA,NA,1852,NA,NA
"Wright2-2738",NA,"Williams; Henry Llewellyn","L'Africaine or The maid of Madagascar",NA,NA,1866,NA,NA
"Wright2-2742",NA,"Williams; Henry Llewellyn","Black-eyed beauty or One of the lost",NA,NA,1868,NA,NA
"Wright2-2743",NA,"Williams; Henry Llewellyn","Bob Brierly or The ticket-of-leave man",NA,NA,1867,NA,NA
"Wright2-2745",NA,"Williams; Henry Llewellyn","The Fenian chief or The martyr of '65",NA,NA,1865,NA,NA
"Wright2-2747",NA,"Williams; Henry Llewellyn","Gay life in New-York or Fast men and grass widows",NA,NA,1866,NA,NA
"Wright2-2749",NA,"Williams; Henry Llewellyn","Joaquin the Claude Duval of California or The marauder of the mines",NA,NA,1865,NA,NA
"Wright2-2750",NA,"Williams; Henry Llewellyn","Murty the Rover or The Irish buccaneer",NA,NA,1868,NA,NA
"Wright2-2751",NA,"Williams; Henry Llewellyn","Rip Van Winkle or The sleep of twenty years",NA,NA,1866,NA,NA
"Wright2-2752",NA,"Williams; Henry Llewellyn","The serf or Love levels all!",NA,NA,1873,NA,NA
"Wright2-2767",NA,"Wilson; Harriet E.","Our Nig or Sketches from the life of a free black in a two-story white house North",NA,NA,1859,NA,NA
"Wright2-2801",NA,"Victor; Verity","Behind the scenes",NA,NA,1870,NA,NA
"Wright2-2802",NA,"Wright; Edmund.","Narrative of Edmund Wright",NA,NA,1864,NA,NA
"Wright2-2803",NA,"Wright; Julia McNair","Almost a priest",NA,NA,1870,NA,NA
"Wright2-2804",NA,"Wright; Julia McNair","The best fellow in the world",NA,NA,1871,NA,NA
"Wright2-2806",NA,"Wright; Julia McNair","How could he escape?",NA,NA,1870,NA,NA
